filename,emotion,tempo,rms_mean,rms_std,spec_centroid_mean,spec_centroid_std,spec_bandwidth_mean,spec_bandwidth_std,spec_rolloff_mean,spec_rolloff_std,spec_flatness_mean,spec_flatness_std,zcr_mean,zcr_std,tonnetz_mean,tonnetz_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,chroma_1_mean,chroma_1_std,chroma_2_mean,chroma_2_std,chroma_3_mean,chroma_3_std,chroma_4_mean,chroma_4_std,chroma_5_mean,chroma_5_std,chroma_6_mean,chroma_6_std,chroma_7_mean,chroma_7_std,chroma_8_mean,chroma_8_std,chroma_9_mean,chroma_9_std,chroma_10_mean,chroma_10_std,chroma_11_mean,chroma_11_std,chroma_12_mean,chroma_12_std,contrast_1_mean,contrast_1_std,contrast_2_mean,contrast_2_std,contrast_3_mean,contrast_3_std,contrast_4_mean,contrast_4_std,contrast_5_mean,contrast_5_std,contrast_6_mean,contrast_6_std,contrast_7_mean,contrast_7_std
D:\AI\EmoSpeech\dataset\TESS\OAF_happy\OAF_learn_happy.wav,happy,103.359375,0.016682472,0.0116242515,1849.9507466175335,1646.5521478939972,2047.0471772960102,539.7086198963602,2996.7473409262047,2872.2717536445643,0.017018652,0.046039563,0.09089090737951808,0.14586928333829233,0.006459421593741181,0.14201670313901035,-468.51505,98.238434,99.553185,67.66115,24.22476,30.962835,-20.461315,39.849678,0.3409227,22.813976,8.891842,27.940908,-6.9852552,18.919024,-7.9043813,21.010412,-16.663546,14.374823,-4.4716444,9.227768,-14.272616,14.627975,-10.21987,13.884195,-8.704167,9.902005,0.18128648,0.2712144,0.20804515,0.30073407,0.23208831,0.30533853,0.30663604,0.3449862,0.40973017,0.40890294,0.339691,0.34505048,0.284038,0.34726587,0.30263746,0.34548607,0.28906107,0.32842827,0.29456627,0.35921836,0.22175425,0.28546673,0.19598466,0.26141745,24.201358292373442,4.530621826370795,22.90848950544471,8.137669333653326,23.841041405040542,9.203841581945966,19.348367455085,6.194734044914772,21.126024998765033,6.728279458783365,18.312505205756267,2.7000445841427707,48.786429875589064,5.237452197644685
D:\AI\EmoSpeech\dataset\TESS\OAF_happy\OAF_lease_happy.wav,happy,123.046875,0.017640168,0.012004502,2555.688324719032,1946.044290233943,2320.566095816001,423.6963195830881,4458.039022229382,3011.33132952447,0.03840046,0.07010516,0.14068540592783504,0.1876093654648331,-0.02257759770866278,0.15946354814786873,-434.94467,82.80959,59.958103,63.06484,17.327898,26.39601,6.354046,27.011082,-0.81746715,22.891623,1.3367567,24.332645,-12.914162,17.545504,1.8697982,17.29931,-15.391759,19.031586,-12.928237,14.22449,-6.2301574,12.408923,-13.500528,12.743716,-2.959528,11.048836,0.18040344,0.2509054,0.17679715,0.23771471,0.18911189,0.26441056,0.24640872,0.34852865,0.29708996,0.37196347,0.3838439,0.3935826,0.4631663,0.3804964,0.4521694,0.36374345,0.39492747,0.369085,0.32208169,0.3148503,0.33801532,0.34975132,0.24081655,0.2803097,25.19563920001848,4.894075993071444,21.910597324089206,7.908899826021264,23.994131702008474,9.230809390062415,19.212809563756856,6.414278323519229,19.11710420213242,5.984743854240515,18.920651281984245,2.664446282159664,47.46979003941943,4.483624101044147
D:\AI\EmoSpeech\dataset\TESS\OAF_happy\OAF_lid_happy.wav,happy,92.28515625,0.015882572,0.0097199315,2027.8556462442486,1583.1473696222877,2230.369978611331,529.3202088137156,3584.9070581896553,2842.859248257992,0.01759399,0.04133929,0.09083714978448276,0.14102001320293608,0.02836883193318492,0.12498499299279858,-450.27505,114.06501,86.07125,60.683067,30.258265,33.859867,1.4158646,36.470615,-2.8420992,23.040321,1.6826763,26.569365,-14.458945,22.67648,-4.7453303,18.455332,-12.40296,14.462374,-8.530566,9.807231,-11.809683,10.736177,-14.367205,11.288415,-4.1328683,9.864763,0.18740053,0.26329598,0.20457533,0.2929828,0.2691639,0.31454033,0.4368252,0.3278256,0.558369,0.3853132,0.37400696,0.337777,0.3000984,0.37195596,0.26506767,0.3387991,0.25992084,0.327277,0.22977443,0.29216024,0.2285789,0.29301673,0.24837919,0.32016927,25.132348781868984,5.520539248376456,21.47729130566594,7.835804560023809,20.780214092091523,6.898751319604988,18.106635779639397,6.049234249379056,19.290487778449624,5.2532829471604785,18.731286139210624,2.6080229144518237,46.717332221477875,6.310291949028644
D:\AI\EmoSpeech\dataset\TESS\OAF_happy\OAF_life_happy.wav,happy,117.45383522727273,0.017752176,0.0123478705,2507.29622917203,1870.1918448051188,2345.8128916996766,690.7081622073785,4400.034633902616,3331.329339926202,0.023241812,0.043229233,0.11344590297965117,0.14255554099037226,-0.008410713652608103,0.11438789650385693,-423.49304,90.7682,74.59182,68.3296,17.422934,35.169933,-9.577502,35.75688,-10.118244,31.757458,-2.680395,23.609858,-11.441789,16.107994,-4.4036193,15.900538,-15.561017,17.929295,-6.254272,11.184332,-9.455726,12.708576,-11.972965,10.56923,-1.6356157,10.553681,0.2557904,0.3073737,0.27574685,0.3216812,0.30618957,0.3492909,0.3693819,0.3747325,0.42804158,0.3571458,0.47034782,0.37055728,0.40116417,0.3529078,0.315609,0.31404936,0.3396275,0.3218741,0.32417735,0.31972098,0.25445873,0.30786967,0.22028527,0.26102933,25.266013037896286,5.442488724935863,20.621705350842518,7.519278501272108,21.073893023273445,7.380884269819282,18.53642563175085,6.123919039860085,18.66931399401023,5.124697594571275,18.346155213830762,2.394601155698049,48.01804799863692,4.748685608199665
D:\AI\EmoSpeech\dataset\TESS\OAF_happy\OAF_limb_happy.wav,happy,123.046875,0.021702323,0.01068821,2133.7815124690087,1676.3757796211673,2166.807189828085,513.509227642415,3736.9411892361113,2902.0114539584715,0.021552105,0.048345752,0.10272593557098765,0.1523328828409501,-0.0063493497270309006,0.13792033135548384,-414.3615,90.824356,80.29865,64.04293,16.146488,28.65858,-12.754046,30.062983,-6.0122223,22.400383,4.7833953,25.898224,-16.701189,20.537975,-1.6226944,18.854088,-21.829731,14.734822,-8.101926,13.464149,-16.355362,11.338673,-9.637596,14.496817,-1.1372187,8.650213,0.32104453,0.366468,0.266228,0.32609996,0.23226297,0.34253272,0.2058632,0.29505855,0.21803604,0.27883148,0.29246762,0.3522714,0.27229658,0.33943182,0.24824487,0.31466034,0.3055728,0.35575706,0.36381313,0.383,0.29610246,0.33587566,0.26455212,0.3078555,25.779939491021324,5.428880186139298,23.321584603037635,7.531697621380909,24.463081941737773,7.510504934445268,19.962284216226895,7.239233430571505,20.191255907697766,5.717482512265015,19.056096199443306,2.8280341460223286,49.30100865903003,5.58400314888377
D:\AI\EmoSpeech\dataset\TESS\OAF_happy\OAF_live_happy.wav,happy,135.99917763157896,0.016960377,0.010596075,2262.295458732772,1650.3449951732891,2436.244773513631,564.3161736677592,4225.7687655362215,2965.310408030547,0.021341465,0.0519122,0.09631902521306818,0.1567392404949778,-0.030122851205115216,0.14555037196721712,-443.80066,88.97339,78.02881,61.498997,22.19278,31.292877,-13.120401,30.467926,-5.051747,19.715023,0.23529993,20.176073,-9.9024515,21.693031,-6.920236,15.689493,-18.249311,16.428408,-5.808258,11.822874,-10.986675,14.398579,-11.03686,11.745255,-4.2121367,9.518219,0.29688057,0.35133705,0.3150731,0.38053933,0.21239834,0.30493963,0.19309182,0.29739577,0.24819261,0.318031,0.38851973,0.38446856,0.36426812,0.3513708,0.28883934,0.32846445,0.26580712,0.3113468,0.2632225,0.3131003,0.2695076,0.3285361,0.25609714,0.317557,25.56320822907725,4.744970161603402,21.746226120686448,7.207958911548673,22.822442129458157,7.670770008983033,18.269506847989767,5.61912190915827,18.701698568579403,4.472643267961815,18.32080946136358,2.4450483251210633,47.81535343844937,4.748614844980714
D:\AI\EmoSpeech\dataset\TESS\OAF_happy\OAF_loaf_happy.wav,happy,143.5546875,0.015530801,0.010643682,2372.1336799583746,1947.0093214546698,2370.296654484878,697.1674411642948,3941.6899582435344,3337.8101688263664,0.02180541,0.05059633,0.11053677262931035,0.15309649640208048,-0.021203948812897534,0.14398118728859266,-472.31595,93.61749,81.26025,69.34281,28.512232,30.978064,-14.602137,31.5596,-3.265991,31.7701,-3.8926208,23.22036,-7.8954515,20.98485,-3.5720408,18.039762,-21.241669,18.50313,-3.5676997,10.542278,-9.980251,13.3596525,-7.9436526,14.419336,-2.5793557,8.645217,0.27722394,0.32102764,0.32331407,0.34120467,0.32543123,0.3883436,0.28736353,0.3752155,0.2780538,0.34791952,0.3326848,0.33953652,0.34199375,0.37222186,0.23264505,0.28980017,0.22250697,0.28296363,0.279816,0.33317816,0.2629644,0.30413052,0.23652054,0.29362327,25.329673867713097,4.713049058717996,22.335038914934035,8.499357554501326,22.870785687771455,8.800007249466184,19.823364030239148,6.215692587736795,19.099573456249,5.099750605998918,18.46090344165043,2.9450636942773776,48.456344654073085,4.525483487518545
D:\AI\EmoSpeech\dataset\TESS\OAF_happy\OAF_long_happy.wav,happy,123.046875,0.020084327,0.011102543,2106.4797395843843,1804.0649050148243,2094.8550515996303,465.8403776557622,3374.3280455123545,2989.96140019838,0.023724694,0.053284034,0.11478015988372094,0.1672160039247807,-0.0364287463086659,0.14693812840354342,-426.54297,82.452545,86.86348,72.04276,19.988052,28.973362,-13.995547,33.42452,-14.595842,34.37234,-0.7428476,22.932768,-6.845808,16.490156,1.2299219,19.458462,-19.161196,15.337527,-11.292593,9.650458,-12.072006,14.64524,-13.840962,13.516598,-0.95493555,8.603329,0.21414737,0.26387474,0.2602389,0.31145692,0.28558123,0.3510873,0.25866815,0.34589824,0.22696467,0.30053303,0.32842094,0.34929776,0.41581956,0.3970433,0.3564062,0.36270088,0.32775483,0.35363472,0.28068998,0.29500195,0.34387618,0.373849,0.30275464,0.34648058,24.51819150733369,5.653847758351907,22.328521192562118,7.652515800069685,23.27341833659204,7.946989166005409,20.73046890045075,6.056791536911488,18.62731617535557,5.284792169313428,19.620385177942147,2.7617928154561953,47.45412535313077,5.694469484057918
D:\AI\EmoSpeech\dataset\TESS\OAF_happy\OAF_lore_happy.wav,happy,112.34714673913044,0.017538084,0.01179116,2043.5445791524003,1643.4197147125349,2183.721658712164,466.4064790343163,3396.50390625,2772.1127548693853,0.02053391,0.05094895,0.10320638020833334,0.1505353566415289,-0.004115146661858622,0.14372936989943988,-451.97946,89.01634,89.42785,67.08261,27.058634,31.678905,-15.251626,35.453583,-9.489824,30.293541,-0.012409083,29.49107,-7.9284368,18.933409,-1.5887483,19.099619,-15.626202,17.116278,-1.8680037,14.595978,-15.351806,14.460777,-7.9965687,12.480421,-1.908244,9.018955,0.2681475,0.31413984,0.22093964,0.29922417,0.2339586,0.31781262,0.29218134,0.35443223,0.37505472,0.3537607,0.45435593,0.38413927,0.3612314,0.35619998,0.31726152,0.3543768,0.28761294,0.31985584,0.24566907,0.30063552,0.2655934,0.31624475,0.3283402,0.35628837,25.402010560037755,4.991304029077053,22.002306668320937,7.326280386454937,23.48553144904759,9.000022669463329,21.008593014534803,6.911439314876865,20.48670626254793,5.5666543247001705,19.08038474869733,2.873807277358998,48.34354179197089,5.466820617662289
D:\AI\EmoSpeech\dataset\TESS\OAF_happy\OAF_lose_happy.wav,happy,143.5546875,0.023082606,0.01729277,2325.6487343344284,1803.4121775309864,2279.2945318273996,446.85972463702706,4006.2406099759614,2930.6358392644524,0.028352201,0.053863123,0.11860941792582418,0.16020308936471103,0.0073814495416229175,0.11301482185553867,-423.19666,77.92917,72.52583,67.27332,28.460938,27.343681,-8.074129,32.804436,-13.282815,22.133125,2.860777,22.834272,-9.058288,18.680243,-4.5426936,17.369484,-20.244604,20.727053,-8.445728,17.958212,-12.056103,11.890172,-13.488251,12.235539,0.7037022,13.933813,0.27881923,0.3302926,0.21314622,0.2893835,0.21678151,0.27372572,0.3288617,0.36605212,0.3713944,0.37860334,0.2974012,0.34409535,0.2543462,0.32387087,0.2716492,0.35691044,0.28546098,0.35385004,0.25999087,0.3077394,0.3143179,0.32581758,0.3790528,0.38622478,24.757809182389117,4.598694210638052,21.99097946515294,8.088996896335232,22.8197386740973,7.120296638293654,19.47002670542691,5.60234710028673,19.11637923429435,4.703680735673178,19.48183999382636,2.770181691430973,48.11663528322075,3.4940104852466463
D:\AI\EmoSpeech\dataset\TESS\OAF_happy\OAF_lot_happy.wav,happy,123.046875,0.023226587,0.015029802,2188.855722435169,1688.0338500371176,2161.36774942771,559.8834551732449,3768.829419239458,2938.3704490239434,0.023277204,0.047214597,0.1120164250753012,0.14337097996910583,0.001972519593394568,0.12920036410608238,-409.5197,91.55945,86.44605,67.21263,17.146196,33.93337,-11.297564,34.897057,-11.118837,31.900047,0.14476252,24.630125,-10.518941,14.902432,-1.0170443,19.476015,-17.419697,19.20081,-5.7837663,11.549183,-10.287178,13.8593,-7.806878,9.7788315,-3.9824455,9.617501,0.4119155,0.40144414,0.30624363,0.33173928,0.24433564,0.338479,0.23121695,0.32023948,0.22639321,0.2620793,0.3389372,0.32166332,0.39617902,0.3575649,0.33448103,0.33079892,0.34054375,0.35371765,0.3327817,0.35288253,0.2714882,0.31095245,0.34403786,0.37663466,25.06668394491127,5.5417216712720565,22.157269408737353,8.749570541537818,22.549922914679808,8.058959990226477,19.482192495969194,6.272401194971803,18.744889450219482,4.749101206968632,19.314243010686972,2.9952058898956144,49.43427142564134,3.6361008571129863
D:\AI\EmoSpeech\dataset\TESS\OAF_happy\OAF_love_happy.wav,happy,123.046875,0.019091519,0.012580208,2265.6170551621535,1655.0014805415963,2280.684703728749,636.2598455205881,4081.630749648876,2902.308677043002,0.025118865,0.053933248,0.11728076720505617,0.15345237908938414,-0.0024161538648790662,0.1477334332223271,-420.5457,94.18791,84.58997,61.71477,18.37255,29.0117,-14.316773,33.621964,-10.945794,29.324705,1.7955807,19.818966,-9.386452,20.153069,0.56656855,18.93885,-18.262943,16.953106,-5.8395734,10.477891,-11.938242,14.941529,-9.361851,10.835943,1.0981401,9.197034,0.36515066,0.38174117,0.29852226,0.31319746,0.2872655,0.35784858,0.26646504,0.3183406,0.31396022,0.30432558,0.46084788,0.38837853,0.36668816,0.35281482,0.26328886,0.31027344,0.277632,0.33536536,0.28239074,0.32287684,0.2817728,0.3354036,0.2805071,0.32202414,25.044776414989524,4.986492638471433,21.251488994841637,7.616787050553109,21.16228921076358,8.529478989514065,19.711256619256996,6.332789132432197,18.929264883246375,5.660952634638632,18.67436743072308,2.7346232012917198,48.09123366453332,5.860810098783539
D:\AI\EmoSpeech\dataset\TESS\OAF_happy\OAF_luck_happy.wav,happy,107.666015625,0.016909437,0.0117207095,2089.5200149661055,1625.016796364981,2224.709221634249,559.4043382749886,3695.7309857536766,2973.048035301159,0.018616438,0.040831525,0.09735753676470588,0.14809453394087319,0.00738535010517549,0.12957054094343154,-452.37836,103.90028,84.55292,65.232544,21.467777,35.237106,-8.103441,36.223297,-5.1540985,29.865246,1.4212675,21.387337,-10.060635,16.386023,-1.8792048,18.908035,-13.980417,17.33498,-8.306669,12.607938,-9.679155,11.35308,-10.225314,12.093132,-1.7569637,10.872745,0.28934675,0.29733935,0.26479328,0.31036684,0.27087843,0.30948117,0.3437086,0.33375758,0.4188723,0.36299405,0.3492479,0.33131874,0.29835734,0.3500625,0.3041784,0.3539735,0.33683246,0.345503,0.33349454,0.3455927,0.30114537,0.29755372,0.37367183,0.3814117,24.203266697324864,5.744769331349465,19.506762696494132,8.62019702746962,21.27010198142913,7.876577966808866,19.54893772945629,6.040211623721183,18.94844292147035,4.517754368018141,17.664755027961373,2.3276559085812356,47.877086926144216,5.385932923115631
D:\AI\EmoSpeech\dataset\TESS\OAF_happy\OAF_make_happy.wav,happy,143.5546875,0.016674211,0.01244875,2310.091554704168,1640.5406317541976,2317.762668857828,618.5162497110205,4391.107177734375,2981.0668476881183,0.02192404,0.046547037,0.10378301711309523,0.15209927170109935,-0.014115790652136603,0.12398580309740728,-447.9062,102.71583,74.32179,63.995094,16.273163,30.601887,-4.304439,31.235468,6.3644867,19.174986,1.7949584,26.532717,-17.916693,20.646614,0.9106154,18.76179,-18.925116,18.188059,-5.909127,11.141314,-13.62096,12.975127,-7.5775423,14.58787,-0.8564122,10.189247,0.31881702,0.33512083,0.28776366,0.35999906,0.2725534,0.33923408,0.27639964,0.33961043,0.304859,0.34748873,0.3429996,0.3550089,0.3600659,0.36344257,0.32142025,0.34444427,0.29380947,0.32689124,0.29882875,0.32109475,0.34408122,0.34409168,0.4025378,0.37745333,24.235068824966287,5.377518494103863,20.134790157753457,7.757846802159867,22.59439363284676,8.348856916807716,17.712274212973366,5.175427649300169,19.721452188999542,5.742415948531656,19.48396800462272,2.6869707013259645,48.004092511521115,5.071987457791113
D:\AI\EmoSpeech\dataset\TESS\OAF_happy\OAF_match_happy.wav,happy,151.99908088235293,0.0137981735,0.009605419,2426.2566224443126,1757.7813874700344,2212.7906887809413,497.5226424140736,4244.944368855337,2977.399157929263,0.03354927,0.056916695,0.13268631495786518,0.16206918990070837,0.015733298539704798,0.1013286664792147,-436.54285,97.93611,77.84957,73.30354,14.375419,37.36022,-6.621358,38.172806,-0.052766863,19.248093,5.166523,22.763844,-14.908151,18.521994,2.3320212,17.846256,-16.45969,13.024558,-1.4465092,12.854576,-13.366007,13.714158,-11.193206,14.8773,-2.6410697,7.520857,0.26617974,0.3012406,0.23902164,0.28304386,0.26419947,0.29471445,0.31446972,0.29134452,0.4160388,0.3534353,0.39145064,0.33033383,0.28848803,0.2869856,0.2938366,0.3075911,0.36288872,0.36757675,0.3960979,0.38026524,0.38546148,0.34494475,0.33801892,0.32362893,23.522766070929805,5.33987844723195,18.835682724805288,7.246520370158084,21.34014454159035,8.049191609317191,17.355470825751592,5.480749429697627,19.12656642133687,4.672330529112638,18.77142014125964,2.9118581091785596,48.70793339862233,3.992003533971715
D:\AI\EmoSpeech\dataset\TESS\OAF_happy\OAF_merge_happy.wav,happy,143.5546875,0.017920416,0.011220655,2180.38615092597,1689.6363621967032,2129.8387680315777,571.7580991651513,3690.4404751090115,2994.888430821375,0.026509995,0.05210966,0.11329260537790697,0.14759313787537326,-0.0160926707440045,0.11508323233480329,-437.65067,89.08135,88.39424,73.49519,20.38573,30.551353,-17.371271,48.963573,-2.7829576,22.328773,6.7855854,24.578148,-14.08182,15.832249,-8.319593,25.102303,-17.729368,13.387766,-2.0866444,13.537198,-18.24618,14.658863,-9.149598,9.695461,-4.1252036,11.230442,0.29555768,0.34128347,0.26941368,0.3175729,0.2717187,0.32440096,0.25728062,0.30151197,0.31911117,0.32069078,0.39384905,0.3665896,0.33111352,0.337549,0.31365338,0.34502468,0.3447657,0.36639073,0.2908286,0.31486014,0.23867762,0.282087,0.27834642,0.3133398,24.201030638530614,5.54862458822251,21.70812853459951,7.650714466353644,21.617321987780013,7.033008562270297,18.070883200924598,5.582983748799681,21.559941065927,7.0811031521411945,18.993107479679267,2.4744108813509675,48.98026209580308,4.301719743088899
D:\AI\EmoSpeech\dataset\TESS\OAF_happy\OAF_mess_happy.wav,happy,95.703125,0.018073754,0.012483904,2463.9498874576198,1904.820016087886,2211.7939138138076,598.1679117652887,4195.74462890625,3231.084235642345,0.04102117,0.06981151,0.1431206597222222,0.17667490580744524,0.010949610158222958,0.14052640252030882,-421.75998,94.042366,76.52802,66.92961,14.741093,31.140993,-11.540796,31.429193,-0.7191714,22.480474,2.0056925,22.884218,-14.324132,16.899912,-0.26126152,17.864403,-13.543756,15.387734,-5.816035,9.501821,-13.871508,13.890223,-13.454021,13.122466,-1.151983,8.664369,0.31553298,0.357296,0.25943413,0.3152165,0.20444472,0.27258128,0.23746713,0.30691403,0.28618947,0.34781903,0.36944628,0.37289742,0.41389176,0.35791835,0.4188861,0.37642434,0.41799754,0.3804321,0.35112914,0.34696245,0.25761423,0.29852146,0.2386489,0.27164605,23.84628158531874,5.76356972061512,21.024420507857812,7.608396691691058,23.525423105692404,8.633140244970336,18.529215019947152,5.824079970654514,19.080890913031823,5.3160986798682215,19.001219868960824,2.576432921969808,47.715147094394865,4.058368892048406
D:\AI\EmoSpeech\dataset\TESS\OAF_happy\OAF_met_happy.wav,happy,112.34714673913044,0.01735592,0.010022201,2203.4147794093833,1644.979420943574,2238.1124761809565,582.5082803460277,3989.02587890625,2905.800603046399,0.023750845,0.05248604,0.11003596608231707,0.15654376019912017,-0.018004056203972416,0.1262157890380664,-435.79996,109.92274,83.09137,66.34932,14.86802,33.208652,-9.967025,36.76063,7.301702,20.48359,2.2468383,24.55689,-15.849005,17.358185,2.4882212,18.56268,-16.0662,17.799448,-3.3865275,13.22828,-15.221942,15.330614,-11.626737,14.157217,-0.4905179,9.512016,0.29284972,0.32626492,0.30682555,0.36340335,0.2418834,0.29756293,0.24618351,0.30310708,0.3353499,0.3377195,0.44493848,0.36007714,0.43267977,0.36300793,0.37252533,0.3558849,0.35341752,0.3667021,0.29838628,0.32157734,0.28157008,0.327089,0.26965728,0.30709383,24.550195025836874,5.517009048502625,20.9983280382417,8.493887033613818,22.65636212194927,7.776036193687848,18.359327177083813,5.618722789585628,19.7131942291709,5.415946731507916,19.042900724015613,3.182053286297881,48.26910761726808,5.910912632368761
D:\AI\EmoSpeech\dataset\TESS\OAF_happy\OAF_mill_happy.wav,happy,112.34714673913044,0.017247027,0.009630322,2087.540452030211,1751.1125799331094,2145.6232012864384,526.127152272376,3523.402790850904,3021.1804698800715,0.02562374,0.057769436,0.11256353539156627,0.16495262966942303,-0.026771680366756295,0.11145355484354554,-448.55035,101.27068,89.16915,66.27925,24.002172,28.898064,-12.565847,32.07066,-6.298393,25.505367,4.4520226,25.812424,-12.769655,15.705618,-0.072818205,17.111984,-21.804562,17.230795,-7.424745,13.582598,-13.002352,12.117212,-12.363949,15.594561,-2.8032596,10.002993,0.31370127,0.34972247,0.32122734,0.34616432,0.2711437,0.30083793,0.27028105,0.34041518,0.31999758,0.3652893,0.3810407,0.38735205,0.32448635,0.33976918,0.32268164,0.3340382,0.35241115,0.35806757,0.28691918,0.3029279,0.25651035,0.31118208,0.26291713,0.31599855,23.112120363345866,5.59099590673045,22.411453063744357,8.047934511666428,22.659189558086926,8.264631359276988,19.209407272777494,6.282866776124953,19.19362701008904,5.15967724036955,19.513168999324385,2.7872140598093464,47.525206505414666,5.511450968372047
D:\AI\EmoSpeech\dataset\TESS\OAF_happy\OAF_mob_happy.wav,happy,129.19921875,0.022986569,0.0117737455,1986.8566178742178,1665.3847286033558,1985.094747183888,461.3736428259357,3150.8873572716348,2704.828380205049,0.019369856,0.046753347,0.1063388922275641,0.15468092540957745,-0.03283455743269551,0.13826161137759727,-412.70334,86.36013,88.444534,66.89491,13.122589,26.466684,-17.743395,32.89931,-16.319788,29.229362,2.4606133,24.277264,-10.30867,17.015566,0.5986106,19.320902,-21.04064,12.539684,-9.198566,12.841656,-9.90959,13.097129,-11.816989,14.027581,-0.9840233,11.297125,0.22994079,0.26920688,0.30363527,0.3324517,0.30564928,0.35488552,0.25909922,0.32851124,0.2470309,0.3117059,0.2950075,0.3237924,0.31540102,0.37157735,0.26439753,0.32378942,0.28207093,0.3256808,0.360619,0.36038005,0.36341763,0.37211996,0.2418013,0.28439942,23.10343870428078,5.1182375180350705,21.777835085164075,8.600417453550763,23.40537490243317,8.438049372825683,21.041323014724725,5.936103062192005,19.180747563603703,5.654611772722378,19.87980205433937,2.7542281490487004,48.17841488742551,6.393305557005262
D:\AI\EmoSpeech\dataset\TESS\OAF_happy\OAF_mode_happy.wav,happy,107.666015625,0.02480908,0.014053116,1961.5596885856692,1647.4016221410693,2055.2033552801513,541.035454677133,3117.4563524199693,2849.7103292478632,0.026362497,0.058765184,0.10363471798780488,0.15260554034691073,-0.01188619318252651,0.11813534809857233,-407.26917,91.81915,97.97915,68.29807,26.095102,31.485094,-16.052105,35.677887,-10.6945,31.646692,-5.3454967,25.573193,-11.945517,12.853516,1.9703236,20.103043,-23.130932,14.790707,-7.1688695,17.56939,-19.202677,11.662879,-13.5947895,13.840198,-2.8600662,8.778731,0.182069,0.24113718,0.23125571,0.34863597,0.2385698,0.32797337,0.2347049,0.31208906,0.23334457,0.30640623,0.3302478,0.3347024,0.40092784,0.37346047,0.3207382,0.32263452,0.29256523,0.3167633,0.30173784,0.34702215,0.26862395,0.3315788,0.23735958,0.31288087,24.12482605413094,5.950004731488382,21.79265339711005,7.470651553176373,21.976351146393835,6.865048861349074,19.33571675853483,5.53038955767793,18.882850763171408,4.479302834846211,19.050338147221105,2.4740773134587766,47.72113409112855,4.86765334923212
D:\AI\EmoSpeech\dataset\TESS\OAF_happy\OAF_mood_happy.wav,happy,143.5546875,0.027628317,0.022432903,1928.939697378819,1687.3686386308436,2133.8195212482583,423.77887064024503,3007.72705078125,2838.495439925864,0.017071623,0.042285476,0.09286644345238096,0.1548577996672775,-0.03216554962015105,0.13697636616169437,-427.00006,89.29464,81.05202,60.50765,27.955128,29.343397,-7.751853,30.774374,0.72417134,26.825146,-1.9253912,24.567747,-10.045336,22.211187,-1.0013106,18.509531,-19.291561,16.558695,-10.657988,18.845089,-16.29235,10.904564,-11.908149,11.528983,-3.7218323,9.125773,0.17594352,0.26107648,0.21080256,0.29200438,0.22456348,0.3029318,0.22527397,0.3144999,0.23928697,0.33759817,0.27467486,0.31527224,0.3283348,0.38195828,0.27645952,0.34858283,0.2699477,0.36683783,0.29616398,0.35382605,0.35713848,0.3890572,0.26618108,0.33530018,23.306869254517547,5.070307968998601,23.83859594056916,7.094632046257092,23.729714421632735,7.560817842271616,20.056093236316027,5.721835087493882,20.17707686728791,5.3759787773336285,19.41310944222095,2.6865721239764246,48.46148686737305,5.699967544652399
D:\AI\EmoSpeech\dataset\TESS\OAF_happy\OAF_moon_happy.wav,happy,103.359375,0.021263756,0.013932202,1929.6756548954,1734.4285057989246,2098.2205659920896,644.2574406856644,3192.835693359375,3108.484428232392,0.021200232,0.052711967,0.098248291015625,0.15756102238404462,-0.010981087337971754,0.11806286092976262,-446.80283,80.92968,90.487465,65.73677,30.07511,25.083195,-8.851059,31.757174,-2.0271332,21.689146,-0.06045704,23.067984,-7.934279,14.463728,-0.36100158,17.33084,-16.530842,12.851549,-11.638747,17.354778,-18.19962,11.983287,-15.822968,17.500412,-3.7837672,9.255251,0.34920245,0.37376907,0.3155462,0.3379519,0.32672086,0.35736617,0.34367132,0.37104645,0.2881021,0.32591376,0.30287078,0.34733775,0.27514917,0.34026015,0.19559424,0.26681727,0.19627862,0.28203973,0.23413405,0.32677042,0.29279143,0.34139553,0.36045176,0.3801199,23.740804177393876,4.941811145716965,22.672051470732022,8.110731309277835,22.408679300611215,6.194672599295427,19.507762447428792,5.2470964895766405,18.391343404959258,4.305748178541112,19.35825450965428,3.0268507055035663,47.13418400764498,4.851272823755968
